status_checking_account,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,num_existing_credits,job,num_dependents,telephone,foreign_worker,target
A12,50,A32,A40,1521,A61,A73,3,A91,A101,3,A123,47,A141,A151,1,A173,1,A192,A201,1
A12,49,A34,A46,5121,A61,A73,4,A92,A102,4,A123,23,A143,A152,1,A174,1,A191,A201,0
A13,71,A32,A44,3179,A61,A72,3,A92,A101,4,A122,46,A143,A152,1,A173,1,A191,A201,1
A11,36,A33,A40,1728,A65,A75,2,A92,A101,3,A121,71,A141,A152,2,A173,1,A191,A201,1
A14,4,A32,A40,6612,A61,A75,3,A95,A101,4,A123,58,A143,A152,1,A173,1,A191,A201,1
A14,22,A32,A40,3655,A62,A73,4,A92,A101,1,A121,35,A143,A152,1,A173,1,A191,A201,1
A13,34,A30,A410,680,A63,A74,4,A92,A101,4,A122,73,A141,A151,2,A173,1,A191,A202,1
A12,17,A32,A48,6221,A62,A74,3,A92,A101,2,A121,41,A143,A152,1,A173,1,A191,A201,1
A12,56,A34,A410,3456,A61,A75,4,A93,A101,1,A123,63,A143,A152,1,A173,1,A191,A201,0
A14,51,A32,A42,9068,A62,A75,2,A92,A101,4,A124,27,A143,A151,1,A172,2,A191,A201,1
A13,72,A30,A44,3291,A61,A73,2,A93,A101,4,A122,20,A143,A152,1,A173,1,A191,A201,0
A11,65,A30,A410,1582,A61,A75,1,A95,A101,4,A123,50,A141,A152,1,A173,1,A192,A201,0
A14,69,A32,A49,2531,A63,A73,4,A92,A101,3,A122,69,A143,A151,1,A174,1,A192,A201,1
A14,67,A32,A48,5671,A61,A73,2,A93,A101,2,A122,70,A143,A152,4,A172,1,A192,A201,1
A14,66,A30,A45,1609,A65,A72,2,A91,A101,4,A124,67,A141,A151,1,A173,1,A192,A201,1
A13,36,A34,A48,2095,A61,A72,2,A93,A101,3,A124,49,A141,A152,1,A173,2,A191,A201,1
A13,44,A32,A47,2496,A65,A73,2,A93,A101,3,A123,25,A143,A152,2,A174,1,A191,A201,1
A12,51,A32,A47,1188,A61,A73,4,A92,A101,4,A122,48,A143,A152,1,A173,1,A192,A201,0
A14,16,A34,A40,1627,A61,A71,2,A92,A101,4,A123,21,A143,A153,1,A174,1,A191,A201,1
A14,34,A32,A48,3422,A61,A74,2,A93,A101,4,A121,69,A143,A152,2,A174,1,A191,A201,1
A11,71,A34,A45,7800,A65,A71,4,A93,A101,4,A122,69,A143,A152,1,A173,1,A191,A201,1
A11,7,A32,A48,3841,A61,A74,3,A92,A101,2,A122,74,A143,A152,2,A173,1,A191,A201,1
A12,22,A34,A42,2873,A61,A73,4,A93,A101,4,A123,27,A142,A152,1,A173,1,A192,A201,0
A14,16,A32,A42,1533,A61,A75,4,A93,A103,3,A124,28,A142,A151,2,A172,1,A191,A201,1
A14,26,A34,A45,7159,A62,A73,2,A93,A101,4,A122,64,A143,A151,1,A172,1,A192,A201,1
A11,4,A34,A48,4216,A61,A72,4,A92,A101,4,A121,68,A143,A153,1,A172,1,A191,A201,0
A13,57,A32,A46,1693,A61,A73,2,A93,A101,4,A124,65,A143,A152,2,A173,1,A191,A201,1
A12,18,A34,A42,6117,A61,A75,4,A93,A101,4,A121,44,A143,A152,2,A173,1,A191,A201,1
A14,68,A32,A42,4664,A61,A75,3,A92,A101,4,A123,19,A143,A153,2,A174,1,A191,A201,1
A14,18,A32,A41,1554,A61,A73,2,A93,A101,4,A121,48,A142,A153,1,A173,1,A192,A201,1
A14,24,A32,A48,2748,A61,A73,4,A93,A101,4,A122,75,A143,A152,4,A173,1,A191,A201,1
A12,22,A32,A42,2009,A63,A75,4,A94,A101,4,A124,56,A143,A152,1,A173,2,A191,A201,1
A12,63,A32,A410,24509,A61,A72,4,A92,A101,3,A121,33,A141,A152,1,A173,1,A191,A201,0
A12,36,A32,A44,4561,A61,A74,4,A93,A101,2,A122,43,A143,A151,1,A173,1,A191,A202,1
A11,52,A32,A48,3461,A61,A73,3,A93,A101,3,A122,24,A143,A152,2,A173,1,A191,A201,1
A14,38,A34,A47,4350,A65,A71,2,A94,A101,1,A124,36,A143,A152,2,A173,1,A192,A201,1
A14,47,A34,A41,8985,A65,A73,2,A92,A101,4,A124,19,A143,A153,2,A173,1,A191,A201,0
A14,14,A32,A42,2788,A65,A73,4,A95,A101,4,A121,74,A143,A152,2,A172,2,A192,A201,1
A14,69,A32,A41,1859,A61,A74,3,A93,A101,4,A121,21,A143,A152,2,A173,1,A191,A201,1
A13,49,A32,A47,5857,A61,A75,4,A92,A101,4,A123,35,A143,A152,1,A172,1,A191,A201,1
A13,12,A32,A45,2591,A61,A73,3,A93,A101,4,A122,66,A143,A151,1,A173,1,A191,A201,1
A14,6,A31,A45,1266,A61,A75,3,A95,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,1
A14,29,A32,A48,1083,A61,A71,3,A92,A103,3,A121,67,A143,A152,1,A171,1,A192,A201,1
A11,51,A32,A47,10131,A64,A73,4,A93,A102,3,A121,58,A143,A152,1,A173,1,A192,A202,1
A12,69,A34,A43,3312,A65,A72,4,A93,A101,3,A123,35,A143,A152,1,A173,1,A192,A201,0
A11,31,A32,A43,1860,A65,A75,4,A92,A101,4,A121,43,A143,A151,1,A173,1,A192,A201,1
A14,29,A32,A48,2471,A61,A75,3,A91,A101,4,A124,59,A143,A152,2,A172,1,A191,A201,1
A13,28,A32,A40,5687,A62,A74,4,A92,A101,4,A121,30,A141,A152,1,A173,1,A192,A201,1
A11,15,A32,A41,2357,A61,A75,1,A92,A101,4,A121,47,A143,A152,2,A173,1,A192,A201,1
A13,8,A32,A41,934,A61,A74,4,A93,A101,4,A124,43,A143,A152,1,A174,1,A192,A201,1
A13,51,A33,A45,3868,A63,A75,4,A92,A101,2,A122,69,A143,A151,2,A172,1,A191,A201,1
A12,40,A32,A43,7837,A61,A74,3,A93,A102,4,A123,54,A143,A152,2,A173,1,A191,A201,1
A11,47,A32,A410,7429,A61,A75,4,A93,A101,3,A121,71,A143,A152,2,A174,1,A191,A201,1
A13,18,A34,A49,1905,A61,A73,4,A92,A103,2,A123,72,A143,A152,2,A173,1,A191,A201,1
A12,46,A34,A42,8228,A62,A72,1,A93,A101,1,A123,43,A143,A152,1,A173,1,A191,A201,0
A13,51,A33,A42,3534,A64,A73,4,A93,A101,4,A122,47,A143,A152,1,A174,1,A192,A201,1
A12,49,A32,A42,8045,A61,A72,4,A94,A101,3,A123,29,A143,A151,1,A173,1,A191,A201,0
A14,46,A33,A45,4717,A65,A74,3,A91,A101,2,A123,22,A143,A151,2,A173,2,A191,A201,1
A13,24,A32,A47,882,A61,A73,2,A92,A101,4,A122,32,A143,A152,3,A172,1,A191,A201,1
A13,26,A32,A410,12056,A61,A74,3,A94,A101,4,A123,64,A143,A152,1,A172,1,A192,A201,1
A14,50,A30,A46,3107,A63,A71,4,A94,A101,2,A123,56,A143,A152,2,A173,1,A191,A202,1
A12,18,A32,A43,4728,A62,A72,3,A93,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,1
A11,28,A32,A410,1017,A65,A73,4,A93,A101,4,A122,20,A142,A152,1,A173,1,A192,A201,1
A11,39,A32,A43,4466,A61,A75,3,A92,A101,1,A122,26,A143,A151,2,A172,1,A192,A201,1
A13,54,A34,A410,7203,A62,A73,4,A93,A101,4,A122,54,A141,A153,1,A173,1,A191,A202,0
A13,18,A34,A49,14020,A62,A73,4,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,0
A13,71,A34,A410,9139,A65,A74,4,A92,A101,3,A122,25,A141,A152,2,A173,1,A192,A202,1
A11,24,A32,A410,4644,A61,A74,2,A93,A101,2,A124,54,A143,A152,2,A173,1,A192,A201,1
A11,16,A34,A410,866,A64,A73,3,A92,A101,1,A122,34,A141,A152,1,A174,1,A192,A201,1
A11,22,A32,A41,3313,A61,A73,3,A93,A101,2,A122,32,A143,A152,2,A173,1,A191,A201,1
A12,37,A34,A40,1855,A61,A72,4,A94,A101,2,A123,34,A143,A152,1,A173,2,A191,A201,0
A13,71,A32,A48,3597,A61,A75,4,A92,A101,4,A123,43,A143,A152,1,A174,1,A191,A201,1
A12,55,A34,A41,1126,A61,A72,2,A95,A101,2,A123,59,A141,A152,2,A172,1,A192,A202,0
A12,30,A32,A47,2519,A61,A73,2,A95,A101,4,A121,22,A143,A151,1,A173,1,A192,A201,0
A14,32,A34,A48,1970,A65,A71,4,A93,A101,4,A122,47,A143,A152,1,A172,1,A191,A201,1
A12,31,A34,A43,1922,A61,A72,2,A92,A103,2,A121,74,A143,A152,1,A172,1,A191,A201,0
A12,38,A32,A47,1937,A62,A75,4,A92,A101,1,A124,24,A143,A152,2,A174,2,A191,A201,1
A13,11,A32,A48,2673,A61,A72,4,A93,A101,1,A122,19,A143,A151,1,A173,1,A192,A201,1
A12,19,A34,A49,3747,A61,A72,4,A92,A101,1,A124,57,A143,A152,1,A173,1,A191,A201,0
A13,39,A32,A49,403,A61,A73,2,A92,A101,4,A123,19,A141,A151,1,A173,1,A191,A201,1
A14,33,A34,A44,445,A61,A71,2,A95,A102,3,A122,69,A141,A153,1,A173,1,A191,A201,0
A14,21,A32,A46,2273,A61,A72,4,A92,A101,4,A123,58,A143,A152,1,A174,1,A191,A201,1
A11,5,A32,A49,2544,A61,A75,4,A93,A101,3,A124,75,A143,A152,1,A173,2,A192,A201,1
A14,52,A32,A43,3467,A61,A75,3,A91,A101,3,A124,21,A142,A153,2,A173,1,A192,A202,1
A12,7,A32,A40,1665,A61,A75,3,A93,A101,4,A121,19,A143,A152,2,A173,1,A192,A201,1
A11,10,A34,A42,3003,A61,A75,4,A94,A101,4,A122,19,A141,A152,2,A174,2,A192,A201,0
A12,42,A32,A44,3298,A61,A74,4,A92,A101,2,A122,57,A143,A152,1,A173,1,A191,A201,1
A14,16,A32,A42,1656,A61,A71,4,A92,A101,1,A121,39,A143,A152,1,A173,1,A192,A201,1
A12,34,A32,A410,6706,A65,A75,4,A93,A101,4,A123,63,A143,A152,1,A173,1,A192,A201,1
A12,66,A32,A46,3434,A65,A75,1,A93,A101,3,A124,48,A143,A152,1,A172,1,A192,A201,1
A13,59,A34,A48,4617,A63,A75,2,A93,A101,3,A122,50,A143,A152,1,A172,1,A191,A201,1
A11,45,A34,A45,3149,A61,A73,4,A92,A101,4,A123,51,A143,A152,2,A173,1,A192,A201,0
A11,64,A32,A49,16041,A64,A73,4,A92,A101,4,A123,66,A141,A151,1,A174,1,A192,A201,1
A11,45,A34,A40,4803,A65,A75,3,A94,A101,4,A122,40,A143,A152,1,A173,1,A191,A201,1
A11,59,A34,A46,2017,A64,A74,2,A94,A101,4,A121,48,A143,A152,1,A173,1,A191,A201,0
A11,39,A32,A42,5748,A61,A75,4,A93,A101,4,A123,72,A143,A152,1,A173,1,A192,A201,1
A11,71,A34,A44,804,A62,A72,2,A93,A101,4,A124,64,A143,A152,2,A173,1,A192,A201,0
A13,10,A32,A49,3280,A65,A72,3,A93,A101,4,A123,22,A143,A152,1,A174,1,A191,A201,1
A11,57,A32,A43,3848,A61,A72,4,A93,A101,4,A121,41,A143,A152,2,A173,1,A191,A201,0
A12,4,A34,A49,3310,A62,A75,4,A92,A102,4,A121,73,A142,A152,1,A172,1,A191,A201,0
A14,47,A32,A44,2282,A61,A72,4,A93,A101,3,A121,62,A143,A151,2,A172,2,A191,A202,1
A12,48,A34,A44,1326,A61,A72,3,A93,A101,3,A123,43,A143,A153,1,A174,1,A192,A201,0
A13,50,A34,A45,1585,A61,A75,4,A91,A101,4,A123,30,A143,A152,2,A174,1,A191,A201,0
A11,16,A31,A49,3234,A62,A71,4,A93,A101,4,A121,35,A143,A152,1,A173,1,A191,A201,0
A11,25,A34,A49,1223,A61,A75,4,A93,A101,1,A123,71,A143,A152,1,A172,1,A192,A201,0
A11,24,A32,A410,12284,A61,A73,4,A93,A103,4,A123,33,A141,A152,1,A173,1,A191,A201,0
A11,12,A32,A45,360,A61,A75,2,A93,A102,1,A123,28,A143,A151,1,A173,1,A192,A201,1
A12,29,A33,A47,2301,A61,A73,2,A93,A101,4,A124,53,A143,A151,1,A173,1,A191,A201,1
A11,12,A34,A47,3256,A61,A75,2,A91,A102,4,A121,73,A143,A151,1,A174,1,A192,A201,0
A11,18,A30,A410,4473,A62,A75,2,A93,A101,4,A124,70,A143,A152,1,A173,2,A192,A201,1
A11,13,A32,A48,1432,A64,A71,4,A93,A101,1,A121,70,A143,A152,1,A174,1,A191,A201,1
A12,45,A33,A47,7386,A61,A72,4,A93,A101,4,A122,47,A143,A152,2,A173,1,A192,A201,0
A11,27,A34,A410,977,A61,A73,4,A92,A101,3,A124,30,A143,A151,1,A173,1,A192,A201,0
A12,52,A33,A41,1895,A61,A74,4,A92,A101,3,A124,19,A141,A152,1,A173,1,A192,A201,0
A12,29,A32,A49,4898,A65,A75,3,A93,A101,1,A122,19,A143,A152,2,A173,1,A191,A201,1
A13,40,A32,A410,6851,A61,A73,3,A93,A101,4,A123,28,A142,A152,2,A173,1,A191,A201,1
A11,71,A32,A40,969,A61,A74,3,A93,A101,4,A123,36,A143,A153,2,A172,1,A191,A201,1
A13,53,A34,A49,24736,A61,A72,2,A93,A101,1,A123,65,A141,A152,2,A173,1,A191,A201,1
A13,27,A32,A41,1453,A62,A75,2,A93,A101,4,A121,20,A143,A152,1,A173,1,A191,A201,1
A11,22,A32,A41,1043,A65,A75,4,A93,A101,4,A123,67,A143,A152,4,A173,1,A191,A201,1
A14,63,A34,A42,4456,A65,A73,4,A93,A101,4,A122,26,A143,A152,1,A172,1,A192,A201,1
A14,42,A30,A49,2256,A62,A73,2,A93,A101,4,A122,40,A143,A151,1,A173,1,A191,A201,0
A11,21,A34,A46,2004,A61,A72,1,A93,A101,3,A122,40,A143,A152,2,A172,1,A192,A201,0
A12,22,A33,A41,4800,A61,A73,4,A93,A101,4,A122,44,A143,A152,1,A173,1,A192,A201,1
A13,39,A34,A40,878,A61,A73,2,A93,A101,4,A124,44,A143,A151,1,A173,1,A191,A202,1
A13,58,A32,A45,763,A61,A72,4,A93,A101,2,A123,27,A141,A152,1,A173,1,A191,A201,1
A11,72,A30,A48,1848,A61,A73,4,A92,A103,2,A124,39,A143,A152,1,A173,1,A192,A201,0
A11,50,A34,A42,7060,A61,A73,4,A94,A101,3,A121,49,A143,A152,1,A173,1,A191,A201,0
A12,52,A34,A45,1913,A61,A73,3,A92,A102,3,A123,70,A141,A152,1,A173,1,A191,A202,0
A12,36,A34,A42,10714,A65,A74,4,A93,A101,4,A123,61,A141,A152,1,A173,1,A192,A201,0
A13,24,A32,A40,7791,A62,A71,4,A93,A101,4,A123,24,A143,A152,1,A172,1,A191,A201,1
A12,25,A34,A44,3738,A65,A75,4,A93,A101,4,A123,74,A141,A151,1,A173,1,A192,A201,1
A12,51,A34,A49,3911,A63,A74,4,A93,A101,4,A123,32,A143,A153,1,A173,1,A192,A201,1
A13,40,A33,A410,3735,A61,A73,2,A92,A101,1,A124,51,A143,A151,2,A173,1,A191,A201,1
A11,18,A34,A43,3387,A63,A71,4,A93,A101,4,A123,25,A143,A152,1,A173,1,A192,A201,0
A11,38,A34,A46,2223,A61,A75,4,A93,A101,2,A121,42,A142,A151,2,A174,1,A191,A201,0
A13,35,A32,A45,2440,A62,A75,4,A93,A101,4,A124,27,A143,A152,1,A173,1,A192,A201,1
A14,14,A31,A49,1266,A61,A73,4,A92,A101,1,A122,29,A143,A151,1,A173,1,A192,A201,1
A12,13,A32,A46,508,A65,A73,4,A93,A101,4,A121,74,A143,A151,1,A174,1,A191,A201,1
A12,60,A31,A44,7210,A61,A72,2,A93,A101,1,A124,41,A141,A151,1,A173,1,A191,A201,0
A11,28,A32,A43,3380,A61,A74,4,A93,A101,2,A122,66,A143,A152,1,A171,1,A192,A201,1
A12,5,A32,A46,2995,A65,A72,4,A93,A101,1,A123,69,A143,A152,1,A174,2,A191,A201,1
A12,67,A31,A46,4100,A61,A73,4,A93,A101,4,A121,20,A143,A151,1,A173,1,A192,A201,0
A11,38,A32,A45,1536,A62,A74,4,A94,A101,4,A121,33,A143,A153,1,A173,1,A191,A201,1
A11,10,A32,A47,1338,A63,A73,2,A93,A101,3,A122,53,A141,A152,2,A173,1,A191,A201,1
A12,21,A34,A43,2375,A65,A73,4,A93,A101,4,A121,54,A143,A152,2,A173,1,A191,A201,1
A11,70,A34,A49,8905,A65,A73,1,A92,A101,4,A123,70,A143,A152,1,A173,1,A192,A201,0
A12,45,A31,A44,1170,A65,A73,3,A93,A101,4,A121,72,A143,A152,2,A172,1,A192,A201,1
A11,42,A34,A43,364,A61,A71,4,A93,A101,4,A122,46,A143,A152,2,A172,2,A191,A201,0
A12,44,A32,A40,1964,A65,A72,2,A92,A101,2,A121,57,A143,A152,1,A173,1,A192,A201,1
A11,27,A32,A47,7436,A62,A75,4,A92,A101,3,A122,62,A143,A152,2,A173,1,A192,A201,1
A14,63,A31,A40,745,A62,A72,1,A93,A101,4,A123,22,A141,A152,3,A174,1,A191,A201,0
A13,49,A32,A44,1159,A61,A74,2,A92,A101,4,A121,28,A143,A152,1,A173,1,A191,A201,1
A13,22,A34,A45,3680,A62,A75,4,A93,A101,4,A123,24,A143,A151,2,A172,2,A191,A201,1
A13,71,A33,A45,23293,A65,A73,4,A92,A101,4,A124,75,A143,A152,2,A173,1,A191,A201,1
A12,45,A31,A44,1005,A65,A73,4,A92,A101,1,A123,48,A143,A151,1,A173,1,A191,A201,1
A11,35,A31,A42,975,A61,A73,4,A92,A101,4,A123,72,A143,A152,1,A172,1,A192,A201,0
A12,42,A32,A44,3908,A61,A75,4,A92,A101,3,A121,64,A142,A151,2,A173,1,A192,A201,1
A13,39,A32,A47,7814,A61,A75,3,A93,A101,4,A121,53,A143,A152,2,A174,1,A191,A201,1
A13,39,A32,A41,1809,A65,A74,1,A93,A101,4,A124,67,A143,A152,1,A173,2,A191,A201,1
A12,6,A32,A45,814,A63,A72,2,A92,A101,4,A123,61,A143,A152,1,A173,1,A191,A201,1
A11,11,A34,A48,4217,A61,A74,4,A93,A102,4,A123,28,A143,A152,2,A173,1,A192,A201,0
A12,44,A34,A47,4874,A61,A73,4,A93,A101,3,A123,71,A143,A152,1,A171,2,A191,A201,0
A12,71,A32,A410,12368,A61,A73,3,A93,A101,1,A122,50,A143,A152,2,A172,1,A192,A202,0
A13,16,A34,A47,5041,A61,A71,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A191,A201,1
A13,52,A32,A47,5781,A65,A72,4,A93,A101,4,A123,60,A141,A151,1,A174,1,A192,A201,1
A12,63,A32,A46,2417,A62,A75,2,A93,A101,2,A123,21,A143,A153,1,A172,1,A191,A201,0
A14,5,A32,A47,21019,A61,A73,2,A93,A101,4,A122,74,A143,A152,1,A173,1,A191,A201,1
A13,63,A33,A45,2167,A61,A73,4,A91,A101,4,A124,44,A143,A153,1,A174,2,A191,A201,1
A11,8,A34,A41,1827,A61,A73,4,A93,A101,3,A122,33,A143,A151,1,A172,1,A191,A201,0
A11,47,A32,A41,12677,A65,A75,4,A93,A101,2,A122,35,A143,A152,2,A172,1,A192,A201,1
A11,30,A32,A47,916,A61,A75,2,A93,A101,4,A124,45,A143,A151,1,A174,1,A191,A201,1
A11,35,A33,A410,679,A61,A73,4,A93,A101,4,A123,36,A141,A152,2,A173,1,A191,A201,1
A11,24,A32,A40,3280,A61,A72,2,A93,A101,4,A123,69,A141,A152,1,A172,1,A192,A201,0
A11,11,A34,A45,2976,A62,A73,1,A92,A101,4,A121,37,A143,A152,1,A173,1,A191,A201,0
A12,53,A32,A45,2484,A62,A75,4,A93,A101,1,A121,30,A143,A152,1,A172,1,A191,A201,1
A11,70,A32,A410,6602,A63,A74,3,A93,A101,4,A123,42,A143,A152,1,A173,1,A192,A201,1
A14,47,A32,A43,1441,A61,A73,4,A93,A101,2,A122,23,A143,A152,3,A173,1,A192,A201,1
A11,61,A33,A410,3137,A61,A74,2,A93,A101,2,A123,42,A143,A152,2,A173,1,A191,A201,1
A12,6,A31,A410,2234,A61,A73,4,A93,A101,4,A124,45,A143,A152,1,A173,1,A192,A201,0
A12,5,A33,A49,1461,A62,A75,4,A92,A101,4,A123,66,A143,A152,2,A173,1,A192,A201,1
A14,47,A32,A42,2837,A61,A73,3,A93,A101,3,A122,48,A142,A152,1,A172,2,A191,A201,1
A11,5,A34,A410,5896,A61,A72,4,A93,A101,2,A123,33,A143,A153,1,A171,1,A192,A201,0
A12,38,A34,A42,16259,A65,A72,2,A93,A101,4,A122,65,A143,A152,1,A173,1,A192,A201,0
A14,33,A34,A40,4738,A65,A73,4,A92,A101,4,A121,56,A143,A153,2,A173,1,A192,A201,1
A14,11,A32,A42,399,A61,A75,3,A93,A101,4,A121,62,A143,A151,1,A173,1,A192,A201,1
A14,25,A32,A43,2891,A61,A73,2,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,1
A11,47,A32,A410,3102,A61,A75,3,A93,A101,4,A124,45,A143,A151,1,A173,1,A191,A201,1
A11,61,A34,A410,6304,A62,A75,2,A94,A101,4,A121,38,A143,A151,1,A173,1,A191,A201,0
A13,39,A32,A44,3455,A65,A73,4,A95,A101,2,A121,59,A143,A152,4,A173,1,A191,A201,1
A14,72,A32,A42,8123,A61,A71,3,A92,A101,3,A124,50,A143,A153,1,A173,2,A191,A201,1
A13,34,A32,A45,4077,A61,A72,2,A92,A103,3,A121,22,A143,A152,2,A172,1,A192,A201,1
A13,50,A32,A410,10373,A65,A74,4,A94,A101,4,A123,23,A143,A153,2,A173,1,A191,A201,1
A12,58,A33,A44,2098,A65,A72,3,A94,A101,4,A122,71,A143,A152,2,A173,1,A191,A201,1
A13,65,A31,A42,3345,A61,A73,4,A92,A102,4,A121,26,A143,A151,1,A173,1,A192,A201,0
A11,33,A34,A45,5775,A61,A73,4,A91,A101,2,A124,40,A143,A152,1,A174,1,A192,A201,0
A12,58,A32,A45,1886,A61,A74,3,A92,A101,2,A121,60,A143,A152,2,A174,1,A192,A201,1
A12,19,A30,A47,1584,A61,A72,4,A95,A101,3,A123,25,A143,A151,1,A173,1,A191,A201,0
A12,15,A32,A41,1801,A65,A73,4,A92,A101,2,A121,40,A141,A153,1,A172,1,A192,A201,1
A11,20,A31,A40,1637,A65,A73,2,A93,A101,4,A121,64,A143,A152,1,A173,1,A192,A201,0
A11,19,A32,A43,4528,A64,A73,4,A93,A101,4,A121,48,A143,A153,1,A172,1,A191,A201,1
A13,15,A33,A46,686,A61,A75,4,A91,A101,4,A121,55,A143,A152,1,A173,1,A191,A201,1
A12,11,A31,A410,858,A65,A72,4,A93,A101,4,A121,34,A143,A152,1,A174,1,A192,A201,0
A13,6,A34,A49,13229,A61,A75,4,A92,A101,4,A123,33,A143,A152,1,A173,2,A191,A201,1
A11,19,A30,A42,1668,A61,A74,4,A93,A101,4,A122,23,A141,A152,1,A173,1,A191,A201,0
A12,33,A32,A42,3498,A61,A73,4,A92,A101,2,A122,21,A143,A152,1,A172,1,A191,A201,0
A12,26,A34,A44,905,A61,A74,4,A93,A101,4,A122,41,A143,A153,2,A173,1,A191,A201,0
A11,8,A32,A44,3214,A64,A73,4,A93,A101,4,A124,28,A143,A152,2,A173,1,A191,A201,1
A12,68,A32,A49,1677,A61,A72,4,A92,A101,4,A124,23,A143,A151,1,A173,1,A191,A201,1
A11,33,A32,A42,853,A61,A74,3,A91,A101,2,A123,41,A143,A151,1,A172,1,A191,A201,1
A11,24,A32,A48,8686,A61,A73,4,A93,A101,3,A124,33,A143,A152,1,A173,1,A191,A201,0
A14,25,A34,A43,7677,A61,A74,4,A92,A101,3,A122,36,A143,A152,1,A174,1,A192,A201,1
A12,35,A32,A42,2735,A61,A73,1,A93,A101,4,A122,43,A143,A152,2,A173,1,A192,A201,0
A13,36,A34,A410,6631,A61,A75,3,A93,A102,3,A123,26,A141,A151,2,A174,1,A191,A201,0
A11,19,A34,A41,13665,A65,A74,4,A93,A101,4,A123,49,A143,A152,2,A173,1,A192,A201,1
A13,41,A32,A49,5449,A61,A72,2,A93,A101,4,A122,39,A143,A152,1,A173,1,A191,A201,1
A13,17,A34,A410,4375,A61,A73,1,A93,A101,2,A122,20,A141,A152,1,A172,1,A191,A201,0
A13,39,A32,A48,3495,A61,A75,4,A93,A101,4,A124,40,A143,A152,1,A173,2,A192,A201,1
A12,26,A34,A43,5012,A65,A75,3,A93,A101,4,A123,26,A143,A152,1,A173,2,A191,A201,1
A12,69,A31,A42,2228,A61,A73,3,A92,A101,4,A122,41,A143,A151,1,A174,1,A191,A201,0
A12,5,A33,A46,2389,A61,A75,2,A92,A101,4,A123,50,A141,A152,1,A173,1,A191,A201,1
A14,68,A32,A47,4275,A61,A73,2,A93,A101,2,A121,26,A143,A153,1,A172,1,A192,A201,1
A14,70,A32,A410,2040,A61,A73,4,A93,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,1
A14,55,A33,A41,2224,A61,A75,4,A93,A101,4,A122,48,A142,A152,1,A172,2,A191,A201,1
A11,65,A33,A46,2981,A63,A75,2,A92,A101,4,A122,37,A143,A152,1,A173,1,A192,A201,1
A13,26,A30,A44,7483,A62,A74,3,A93,A101,4,A121,41,A142,A152,4,A173,1,A191,A201,1
A14,29,A32,A410,1204,A61,A75,4,A92,A101,4,A123,36,A143,A152,1,A173,2,A191,A201,1
A11,71,A34,A44,5471,A63,A72,2,A92,A101,4,A122,71,A143,A152,1,A173,1,A191,A201,0
A11,58,A33,A42,5616,A62,A75,2,A93,A101,4,A123,47,A141,A151,1,A173,1,A191,A201,1
A13,9,A34,A44,5589,A61,A73,2,A92,A101,4,A121,41,A142,A153,2,A173,1,A191,A201,0
A13,38,A34,A41,1563,A61,A72,4,A93,A101,4,A121,51,A143,A151,1,A173,1,A192,A201,0
A14,25,A34,A43,769,A61,A73,4,A93,A101,3,A124,70,A143,A152,2,A174,1,A192,A201,0
A11,46,A33,A45,4664,A61,A73,4,A93,A101,4,A123,65,A141,A153,1,A172,1,A191,A201,1
A13,18,A32,A40,3463,A62,A73,4,A93,A102,3,A124,36,A143,A152,2,A172,1,A191,A201,1
A11,63,A32,A49,6657,A65,A73,4,A92,A101,4,A124,72,A142,A151,1,A173,1,A191,A201,1
A11,15,A34,A43,1702,A65,A72,4,A92,A101,3,A122,62,A142,A152,1,A172,2,A191,A201,0
A11,52,A33,A45,5475,A62,A73,4,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,1
A14,45,A31,A48,6929,A61,A74,1,A93,A101,4,A124,25,A143,A152,1,A174,1,A191,A201,1
A13,41,A32,A410,2762,A61,A73,4,A93,A101,1,A124,69,A143,A152,2,A173,1,A191,A201,1
A12,48,A34,A410,4161,A65,A73,4,A91,A101,4,A123,46,A142,A152,2,A173,1,A191,A201,0
A12,38,A32,A41,4046,A61,A75,4,A93,A101,3,A123,19,A141,A152,1,A173,1,A191,A201,1
A14,33,A32,A410,1545,A62,A75,3,A93,A101,4,A123,74,A143,A153,3,A172,1,A191,A201,1
A12,33,A32,A46,4559,A64,A75,2,A93,A101,2,A122,57,A141,A152,1,A173,1,A191,A201,1
A14,9,A32,A45,10916,A63,A73,4,A93,A101,1,A123,52,A143,A152,3,A173,1,A191,A201,1
A12,70,A32,A41,3034,A65,A75,4,A92,A101,2,A123,57,A143,A152,1,A174,1,A192,A201,1
A12,10,A32,A47,926,A61,A72,4,A92,A101,4,A123,37,A143,A152,2,A173,2,A191,A201,1
A12,55,A31,A46,1720,A63,A72,3,A93,A101,1,A121,49,A143,A152,1,A173,1,A191,A201,0
A12,17,A34,A410,717,A65,A73,4,A94,A101,4,A122,31,A143,A152,1,A174,2,A191,A201,0
